Tweet,Polarity,Subjectivity
@RogerTrottier6 @CTV I don’t disagree but I was talking to cops during the protest who were mortified by the gov behaviour &amp; many were asked &amp; refused to go to a Ottawa. (They had COVID) 😉 That’s why the gov rushed to swear in new officers. Resist collectivism choose individualism.,0.3181818181818182,0.4772727272727273
"RT @maosbot: My taxi driver just said, ""you know, the world health organisation just said that covid was over"". I kept my cool, and explain…",0.35,0.65
"RT @ABSCBNNews: BREAKING: The World Health Organization (@WHO) declares end of #COVID19 global public health emergency.

Full story to foll…",0.11666666666666665,0.20555555555555557
"RT @MarioNawfal: BREAKING: COVID-19 Vaccine Can Cause Blindness

A group of scientists recently conducted a study that investigated a poten…",0.0,0.25
RT @Crimson_Mayhem_: No Twitter. It doesn’t mean the pandemic is over. https://t.co/wgNIRUb0db,-0.3125,0.6875
"RT @T_Inglesby: Many very serious biosafety concerns and policy issues identified here that need to be fixed, a number of them in the words…",0.05555555555555555,0.5222222222222223
"RT @loscharlos: New @NIH study:

“People with #LongCovid had lower levels of CD4+ &amp; CD8+ T cells—immune cells involved in.. immune system r…",0.13636363636363635,0.45454545454545453
"RT @docjohnson525: @MsAvaArmstrong CDC director Walensky  is running 
Covid cost this country and the world an ungodly fortune in money and…",0.0,0.0
"RT @WHO: @DrTedros ""At that time, outside China there were fewer than 100 reported [#COVID19] cases, and no reported deaths.

In the 3 year…",0.0,0.05
"RT @LeadingReport: BREAKING: Peter Navarro claims Fauci and Pfizer lied to President Trump about the COVID vaccine, by not revealing the mR…",0.0,0.0
RT @ReesiePeacie: i hope COVID doesn't damage that. i wish performers took this ongoing pandemic seriously for themselves and their fans. t…,-0.3333333333333333,0.6666666666666666
RT @liz_churchill9: The Wickedest Witch of the West…CDC’s Rachelle Walensky…is RESIGNING. This wretched BITCH advised that children and pre…,0.0,0.0
Inflammation &amp; the Microbiome Modulating Disease Development Including Covid-19 | Nature's Real Health https://t.co/S3tye1MiCJ,0.2,0.30000000000000004
"RT @WHO: @DrTedros ""As a global community, the suffering we have endured, the painful lessons we have learned, the investments we have made…",-0.35,0.45
"RT @MarioNawfal: BREAKING: COVID-19 Vaccine Can Cause Blindness

A group of scientists recently conducted a study that investigated a poten…",0.0,0.25
RT @RepThomasMassie: Individuals with COVID-19 vaccination had a higher risk of all forms of retinal vascular occlusion in 2 years after va…,0.25,0.5
"This is already happening.

As Biden seeks to end the C0VID public health emergency on 5/11, Republicans hope to use the debt ceiling debate to axe free vaccines &amp; COVID treatment plans, and governors in states like FL, AZ, &amp; NE are implementing anti-mandate laws.",0.2,0.43333333333333335
"RT @WHO: @DrTedros 🚨 BREAKING 🚨

""Yesterday, the Emergency Committee met for the 15th time and recommended to me that I declare an end to t…",0.0,0.0
RT @liz_churchill9: The Wickedest Witch of the West…CDC’s Rachelle Walensky…is RESIGNING. This wretched BITCH advised that children and pre…,0.0,0.0
"RT @luckytran: ""With millions dead and immense—and still growing—personal and economic damage inflicted by long COVID, failing to adjust no…",-0.016666666666666666,0.3333333333333333
"RT @ThePopTingz: January 20, 2020: COVID-19 is declared a public health emergency.

May 5, 2023: COVID-19 is no longer a public health emer…",0.0,0.06666666666666667
RT @GematriaCodex: Notice the ritualistic use of the blue color around the world for the COVID-19 gene therapy vaccination campaign. Ask yo…,0.0,0.1
"RT @MakisMD: Children injured by COVID-19 mRNA vaccines:

Pennsylvania - 8 year old Harper Gewin had a stroke and brain hemorrhaging 7 days…",0.1,0.2
"RT @PopBase: After 3 years, the World Health Organization officially declares that COVID-19 is no longer a global health emergency. https:/…",0.0,0.0
"RT @SenseReceptor: ""WE DO SEE THAT THE YOUNG ADULTS HAVE A CONSTANT RISK OF DEATH PER INJECTION THAT IS ABOVE THE EXPONENTIAL THAT YOU GET…",0.03333333333333333,0.2777777777777778
When the band you have been waiting for three and a half months to see cancels their time slot because of COVID: https://t.co/hyoD31MOp1,-0.16666666666666666,0.16666666666666666
RT @goddeketal: 🧵THREAD: Proof that masks worked during Covid. https://t.co/MY6YckRsOT,0.0,0.0
"RT @MakisMD: Children injured by COVID-19 mRNA vaccines:

Pennsylvania - 8 year old Harper Gewin had a stroke and brain hemorrhaging 7 days…",0.1,0.2
"Alcohol, Health &amp; Covid-19: What’s Safe, What’s Not? | Nature's Real Health https://t.co/S3tye1MiCJ",0.35,0.4
"RT @wsbgnl: The White House didn't care about the staggering health impact of the first ""Omicron-like event"" so no reason to expect they wo…",0.125,0.16666666666666666
"RT @PopBase: After 3 years, the World Health Organization officially declares that COVID-19 is no longer a global health emergency. https:/…",0.0,0.0
RT @SawyerBlatz: I cannot believe that people who used to call me a friend haven't checked on me in months and are taking zero covid precau…,0.0,0.0
"RT @hugh_mankind: Celtic fans voice their thoughts of King Charles' coronation:

“You Can Shove Your Coronation up Your Arse”

I'd also sug…",0.0,0.0
RT @JimFergusonUK: Pfizer just lost in the UK Court case over misleading info about Covid vaccine safety. Great news. Well done to all thos…,0.8,0.75
"RT @JEVanLoke: One for the ""you're not a doctor, what do you know?"" crowd. 
#COVID19 and the #VaccineGenocide was and is the biggest crime…",0.0,0.0
"RT @stkirsch: Laura Jeffery, an embalmer in Ontario, Canada just told me that at one point after the COVID vax rollout she recalls 8 out of…",0.0,0.0
RT @RonnyJacksonTX: Rochelle Walensky was responsible for spreading some of the WORST misinformation about COVID &amp; the vaccine. She allowed…,-0.4,0.775
RT @WhiteHouse: President Biden’s one-time student debt relief plan would provide much needed breathing room to more than 40 million Americ…,0.35,0.35
"RT @artbyjacstudio: You know who it’s not over for? Ppl whose loved ones passed. Ppl who are immunocompromised. Ppl with long Covid. 

We c…",0.32499999999999996,0.6000000000000001
RT @AislingOLoughl1: And now Co Waterford has the highest excess mortality rate in Ireland at a shocking 45.3% according to https://t.co/3P…,-1.0,1.0
RT @inquirerdotnet: BREAKING: The World Health Organization officially declares COVID-19 “over as a global health emergency.” #COVID19 | vi…,0.0,0.0
"RT @sallyt: This idea that it’s ok to let covid rip because the harms are concentrated among the most vulnerable is so perverse 

This does…",0.16666666666666666,0.5
"@POTUS COVID: Your Welcome Biden. 
Real Estate Bubble: Your Welcome Obama.
Internet Bubble: Your welcome Clinton.",0.65,0.75
RT @IzzraifHarz: i will forever hate covid because it stole several years of my 20s that i can never get back 😭😭 bye bitch,-0.26666666666666666,0.3
"RT @MakisMD: Children injured by COVID-19 mRNA vaccines:

Bongara, Peru - 8 year old boy Richard Jeferson Bustamante Bautista got Stevens-J…",0.1,0.2
"RT @SenseReceptor: ""THERE WERE 1.3 MILLION DEATHS [IN THE U.S. DURING THE COVID PERIOD, INCLUDING THE INJECTION ROLLOUT] AND THEY CORRELATE…",0.0,0.0
"RT @MRobertsQLD: People waking to UN-WEF deceit making globalist billionaires richer:

Covid
Climate
Energy
Food - lab-grown “meat”
Farming…",0.0,0.0
"RT @MakisMD: UK - 26 year old Oliver Amess died from Glioblastoma only 20 days after diagnosis, on Jan.28, 2022

This is extremely rapid pr…",-0.008333333333333331,0.7333333333333334
"@StarTribune In order for there to be tangsble progress there has to be effort put in, and there is zero effort being put towards stopping Covid",0.0,0.0
RT @StellaEscoTV: The Nations Report Card shows history and civics proficiency declined amid Covid lockdowns. Former educator and founder o…,0.0,0.0
"RT @drclairetaylor: If you ever wanted to read a mixed message this is it. 
End of global health emergency but someone dying every 3 minute…",0.0,0.125
i  literally  just  recovered  from  COVID  are  we  sure  about  this https://t.co/cmKsA7qkil,0.5,0.8888888888888888
"RT @ReesiePeacie: it's upsetting to hear that Lizzo is sick. it could be COVID. a lot of performers have canceled shows because of ""mysteri…",-0.7142857142857143,0.8571428571428571
"RT @Laurie_Garrett: One by one the #COVID19 #pandemic shops are closing:
- @GISAID is under attack &amp; may shut -- who will track global vira…",0.0,0.0
RT @DFisman: We need a global public health body.  But WHO has proven itself incompetent and hamstrung by politics for decades now.  And it…,-0.11666666666666665,0.14444444444444446
RT @luckytran: Politicians will use the end of the COVID emergency as an excuse to do nothing. But what they really should be doing is shif…,0.07500000000000001,0.125
"RT @ianmSC: Walensky was an unmitigated disaster, spreading misinformation about masks and COVID vaccines while collaborating with teachers…",0.0,0.0
"RT @DrJohnB2: (1/11) 
Important presentation by pathologist Prof. Dr. Arne Burkhardt (Germany) yesterday (3 May 2023) in the EU Parliament…",-0.175,1.0
"RT @DrGorfinkel: COVID-19 aside...

MASKS have made a MASSIVE difference 
in this GP's  clinic:

   🩺   I've had almost NO colds 
  👩🏽‍⚕️…",0.0,1.0
"They always fact check the claims they want to hide the most.

“Fact Check: COVID-19 Nasal Test Swabs Do NOT Contain DARPA Hydrogel That Causes Recipients To Be Remotely Controlled”

#covidvaccines #PCR #DARPA 

https://t.co/h6NMNn3BNd",0.2,0.35
"WHO ends COVID-19 public health emergency, warns of continued health threat | CIDRAP https://t.co/tWaJQ0ZxoW https://t.co/1gz3Z3Hzbj",0.0,0.06666666666666667
"@DAVIDLEAMAN5 So after all this history, you ACTUALLY BELIEVE the mRNA vaccines  WORK? 
EVERYONE in that video caught COVID after having all the shots they were supposed to get. 
DO YOU NOT GET THAT?????????
WTF is WRONG with you?",-0.3333333333333333,0.6666666666666666
"RT @DrTedros: Yesterday, the #COVID19 Emergency Committee met for the 15th time and recommended to me that I declare an end to the public h…",0.0,0.06666666666666667
"@OpenAeros So support what you’re doing! For clarification, because biweekly can mean twice per week OR every two weeks — a world of difference with Covid testing — which are you doing?",-0.3125,0.6875
RT @DrEricDing: ⚠️Sobering—White House recently received a sobering warning of #COVID roaring back—experts estimating ~20% chance of a surg…,0.0,0.25
"@CdnFreedomGirl Pastor at my church wouldn’t shake my husband’s hand. This was at Easter this year! He’s covid terrified and every Sunday makes a comment about covid! Husband only comes at Easter. My money is ok, but shaking my husband’s hand is dangerous!! Am looking at other churches.",-0.140625,0.69375
"RT @RebelNews_QC: An expert in PTSD, Dr. Greg Passey weighs in on whether restrictions in the name COVID-19 safety caused Canadians to suff…",0.0,0.0
"@deerhive i'll never get over how they just stopped testing stopped publishing any covid statistics at all and just... pretended it doesn't exist anymore

and it actually worked on most people like woah",0.25,0.3
"@POTUS Interesting how turnip brain can't give any victories, without using false data and is twisting the COVID numbers to make it seem like HE is responsible for things he is not. You don't get to claim credit on this, dingleberry. https://t.co/SKwEH2UyDa",0.09999999999999998,0.55
"RT @SenseReceptor: Here is a link to the full interview with Rancourt: https://t.co/JjXr4W1rZ1

Here is a link to Rancourt's site: https://…",0.35,0.55
RT @WhiteHouse: President Biden’s one-time student debt relief plan would provide much needed breathing room to more than 40 million Americ…,0.35,0.35
@SandraWeeden So why is great doing still in covid emergency measures what was the reason behind why the government extended it for another 6 months that's what I would like to know.,0.2,0.725
RT @Theo_TJ_Jordan: Some of the people suffering from COVID Compulsion are in desperate need of help. I'm serious here. This wasn't posted…,-0.4666666666666667,0.8333333333333333
"RT @LeadingReport: BREAKING: Peter Navarro claims Fauci and Pfizer lied to President Trump about the COVID vaccine, by not revealing the mR…",0.0,0.0
"RT @tigresseleanor: The WHO

DID NOT declare the Pandemic over in fact they stated it is ongoing.

DID declare the PHEIC (Public Health Eme…",0.0,0.06666666666666667
"RT @luckytran: Through history, when something stops threatining the rich, elites declare the emergency over. But the threat doesn't cease…",0.375,0.75
RT @goddeketal: 🧵THREAD: Proof that masks worked during Covid. https://t.co/MY6YckRsOT,0.0,0.0
RT @hotty_antifa: @laurieallee I do stuff like this because I want people to understand some of us value our health more than $. This lady…,0.5,0.5
"RT @sallyt: This idea that it’s ok to let covid rip because the harms are concentrated among the most vulnerable is so perverse 

This does…",0.16666666666666666,0.5
"RT @WHO: @DrTedros ""At another level, this a moment for reflection. #COVID19 has left – and continues to leave – deep scars on our world. T…",0.0,0.2
"RT @soshymeg: so anyways over 17,000 people died of covid last month. it is only ""over"" because disabled people are constantly swept under…",-0.05,0.425
"RT @Right_to_Life: Governor Whitmer killed Grandma. If it wasn't from COVID patients sent to her nursing home, it was from despair after be…",-0.2,0.0
@MarshaBlackburn People are still dying everyday from Covid mee maw.  Sit down 🤡,-0.1777777777777778,0.4444444444444444
"RT @LeadingReport: BREAKING: Peter Navarro claims Fauci and Pfizer lied to President Trump about the COVID vaccine, by not revealing the mR…",0.0,0.0
"@Freetob44 @RachelNotley @bcndp  
BC NDP extended the covid state of emergency last month, stating the covid vax prevents infection and transmission.

You’re hard pressed to find a more unscientific bunch of buffoons than in BC. 

@adriandix 
@Dave_Eby 
#bonniehenry",0.06944444444444443,0.36944444444444446
"@BogochIsaac @WHO Dr. Bogoch,

Have you been provided with age-stratified CFR's and IFR's for the most recent COVID-19 variants? If so, could elaborate as to what you're seeing?

Many thanks, Matthew.",0.33999999999999997,0.49000000000000005
"RT @LeadingReport: BREAKING: Peter Navarro claims Fauci and Pfizer lied to President Trump about the COVID vaccine, by not revealing the mR…",0.0,0.0
RT @Crimson_Mayhem_: No Twitter. It doesn’t mean the pandemic is over. https://t.co/wgNIRUb0db,-0.3125,0.6875
@StarTribune But suddenly the flu came back. Nwo created pandemic to push puppet candidates into office worldwide,0.0,0.25
"RT @xabitron1: My take is that we have to form local committees now. Meeting outdoors and with masks, but ready to organize because the sit…",0.1,0.25
RT @goddeketal: 🧵THREAD: Proof that masks worked during Covid. https://t.co/MY6YckRsOT,0.0,0.0
"RT @ChildrensHD: Dr. Meryl Nass: ""I DO NOT Intend to Ever Be Injected With a Vaccine Again""

""Because after COVID, I have come to understan…",0.0,0.0
@POTUS You really count on people being uninformed.   WE CAME OUT OFVA PANDEMIC SHUTDOWN.,0.2,0.2
"RT @SenseReceptor: Your weekly reminder that the WHO **literally** refers to COVID-19 as a ""FAKE."" 

The acronym for the term Public Health…",-0.25,0.5333333333333333
RT @WrestleClips: The Hurt Business doesn't get enough credit for carrying the WWE during the pandemic. https://t.co/MPJVPZV072,0.0,0.5
RT @goddeketal: 🧵THREAD: Proof that masks worked during Covid. https://t.co/MY6YckRsOT,0.0,0.0
RT @BaddCompani: WHO declares the end of the Covid-19 Emergency!,0.0,0.0
"RT @MakisMD: Children injured by COVID-19 mRNA vaccines:

Pennsylvania - 8 year old Harper Gewin had a stroke and brain hemorrhaging 7 days…",0.1,0.2
"@GatorsDaily and we no longer in a pandemic, that's the best flat fuck friday until now!",0.15833333333333333,0.3416666666666666
"RT @TonyGonzales4TX: Video of when I was in downtown El Paso yesterday. Police officers told me, “Tony don’t be here unless you have to - t…",0.0,0.0
"RT @Nantanreikan: @The_Brian_Life The WHO is buttressing a general claim that the pandemic is over, even though it explicitly says it's not…",0.05000000000000002,0.5
"RT @MakisMD: Children injured by COVID-19 mRNA vaccines:

Fishers, IN - 10 year old girl Arianna developed CRPS (Complex Regional Pain Synd…",-0.033333333333333326,0.3
"RT @PaulMitchell_AB: ""Store selling heroin, cocaine, meth, MDMA opens in Vancouver’s east side""

But a BC doctor can't prescribe Ivermectin…",0.0,0.0
"RT @MinKittenPDNim: They've all got to be thinking it too...Enlistment, historically, has been the end of a lot of male idols peak populari…",0.0,0.05
"RT @Reuters: COVID no longer constitutes a public health emergency, the WHO announced, in a major step towards the end of the pandemic that…",0.03125,0.2833333333333333
"RT @CollinRugg: BREAKING: CDC Director Rochelle Walensky has suddenly resigned.

Here she is claiming vaccinated people do not carry the CO…",0.0,0.5
"RT @CollinRugg: BREAKING: CDC Director Rochelle Walensky has suddenly resigned.

Here she is claiming vaccinated people do not carry the CO…",0.0,0.5
"@sallyt @theheatherhogan anecdotal, but:
The people I know who had a hard time with covid had the same level of health as the people I know who had a no big deal experience of covid.  If you're already frail, you'll probably die, but that goes for the flu and pneumonia, &amp; every other granny killer.",-0.10416666666666667,0.28541666666666665
"RT @AlexBerenson: Shall we recall some of @CDCDirector's greatest hits?

I think we shall!

March 29, 2021: Dr. W warns of a feeling of ""im…",1.0,1.0
"RT @nursekelsey: She speaks for many of us. I lost my joy, my youth, my positivity, my silliness, my peace of mind, my faith in humanity, m…",0.65,0.35
"RT @MarioNawfal: BREAKING: COVID-19 Vaccine Can Cause Blindness

A group of scientists recently conducted a study that investigated a poten…",0.0,0.25
"RT @PopBase: After 3 years, the World Health Organization officially declares that COVID-19 is no longer a global health emergency. https:/…",0.0,0.0
"RT @PopBase: After 3 years, the World Health Organization officially declares that COVID-19 is no longer a global health emergency. https:/…",0.0,0.0
"@MajesticTrout @rarthuranderson @StarTribune Yep, it's been the norm in this country for 250 years. If you were scared of covid, isolate yourself. Eat less Cheetos, drink less pop and touch grass now and then. Easy as that",0.03333333333333335,0.32222222222222224
RT @RonnyJacksonTX: Rochelle Walensky was responsible for spreading some of the WORST misinformation about COVID &amp; the vaccine. She allowed…,-0.4,0.775
"@HillaryClinton People going back from pandemic 
Handout ran out !!!!",0.0,0.0
"RT @paimadhu: WHO ended the 'emergency' today but these images are a reminder of who got left behind &amp; who had the worst of it

- 2.3 billi…",-0.4666666666666666,0.5666666666666667
"RT @PopBase: After 3 years, the World Health Organization officially declares that COVID-19 is no longer a global health emergency. https:/…",0.0,0.0
RT @laurieallee: Talked to old friend and former colleague who was part of early HIV/AIDS advocacy. Had this to say about current Covid nar…,0.05,0.225
"RT @brain__frog: euthanization of disabled ppl, commodification of human needs, the ongoing unmitigated pandemic, public execution of homel…",-0.06666666666666667,0.15555555555555556
"@POTUS Trump was in office when the pandemic started and that’s how millions lost jobs, since you want to play that game",-0.4,0.4
"RT @EricTopol: Important to acknowledge, as the emergency status passes:
""There’s a roughly 20 percent chance during the next two years of…",0.10000000000000002,0.4666666666666666
"RT @PopBase: After 3 years, the World Health Organization officially declares that COVID-19 is no longer a global health emergency. https:/…",0.0,0.0
"RT @Eagles_Angel: Loving the hashtag #Sunackered. 1061 councillors lost.  Was it: the lies, the sleaze, the corruption, Covid mess, Brexit,…",0.2125,0.5625
RT @liz_churchill9: The only reason why WEF/WHO/UN is abandoning the ‘Covid protocols’ is because they’re going to release the next Bioweap…,0.0,0.5
RT @WHO: @DrTedros The full remarks by @DrTedros at the #COVID19 media briefing on 5 May 2023 👉 https://t.co/9uwfeRWFz6 https://t.co/qxNiCi…,0.35,0.55
"RT @xghostnotesx: Last night, while in line to get gas, as thousands of people were fleeing my hometown, I called my aunt, whose home near…",0.0,0.06666666666666667
RT @detectfights: Everybody fighting each other and the cameraman fighting Covid https://t.co/5LZYr5uMti,-0.125,0.375
"RT @VigilantFox: Fauci, Trudeau, and Others Are Trying to Sneakily Rewrite History and Change Their Tune

“Show me a school that I shut dow…",0.0,0.0
"RT @aus_collections: First frame 50,000
Second frame 15,000
Third frame 65,000
Fourth frame 350,000
Location Kano we deliver world-wide
Ret…",0.0625,0.08333333333333333
"RT @GlenWrig: @maxfawcett @AB_AgainstUCP In this speech she lauded healthcare accounts, praised Nebraska for allowing doctors to prescribe…",0.0,0.0
"RT @DrEliDavid: New Nature paper concludes that Covid vaccines significantly increase the risk of retinal vascular occlusion, the most comm…",0.3371212121212121,0.6098484848484849
"RT @OANN: Fauci, Weingarten claim they never shut down schools during COVID https://t.co/GGeLE2uaek #OAN",-0.15555555555555559,0.2888888888888889
@POTUS Take Covid out of the equation and let’s see the new chart!,0.17045454545454544,0.45454545454545453
"RT @PeoplesCDC: Walensky may have resigned, but we're still here, fighting with you to end the pandemic for all. 

Join us MONDAY MAY 8 12…",0.0,0.0
"RT @GenoVeno73: @RepMTG 🚨 Warning Imminent Ignorance!

All these Republicans are doing is fearmongering. Creating panic and hate.

FACTS fo…",-0.8,0.9
"RT @MartinRemains: The Tories have delivered poverty, the near destruction of the NHS, economic disaster, more than 200K COVID deaths and s…",0.26666666666666666,0.3666666666666667
"RT @Inquiry_Canada: ""COVID-19 did not decimate the Canadian Armed Forces, the leadership did it from within""
- Catherine Christensen
NCI Ex…",0.0,0.0
"RT @naomirwolf: Dailyclout and @akamerica broke story: Pfizer finds dead, injured babies April 20 2021; Dr Walensky’s WH press conference t…",-0.2,0.4
RT @isaiahrmartin: Today’s jobs report brought huge news: unemployment hasn’t been this low since man walked the moon. The road to full rec…,0.25,0.5833333333333334
"Here is a compilation of the World Series Winners since 2001. 2020 was a COVID shortened season, so there’s a small asterisk there, but the Dodgers are almost always contenders. In 2017, the Houston Astros did cheat at points in the season and post season, so another asterisk. https://t.co/mJAiR5JRdX",-0.25,0.4
"So..I'm seeing a lot of new stuff trying very hard to debunk Viruses....not just #Covid_19 but Viruses in general....all of them .
Is this the next thing after Flat Earth 🌍.
Also noticed they are all from Theists.
There's a pattern of stupidity.",-0.17356060606060608,0.4567424242424242
"RT @luckytran: Declaring the end of the COVID emergency doesn't mean that the pandemic has ended or harm isn't continuing.

It means govern…",-0.3125,0.6875
"RT @DrJohnB2: (1/11) 
Important presentation by pathologist Prof. Dr. Arne Burkhardt (Germany) yesterday (3 May 2023) in the EU Parliament…",-0.175,1.0
"RT @bettersoma: Denial comes with addiction. Without admitting there’s a problem, like honestly, there really can’t be recovery. How come t…",0.4,0.55
RT @teambernie27001: @DrTedros I hope your decision to abandon humanity to the covid-19 pandemic causes you to never get another peaceful n…,0.25,0.5
"@jvipondmd Glad you captioned this as the good, caring person you are. For a moment I thought you were one of the uncaring ones with Covid- or bad hayfever and about to mow the lawn.",0.1666666666666667,0.7555555555555555
"RT @loscharlos: New @NIH study:

“People with #LongCovid had lower levels of CD4+ &amp; CD8+ T cells—immune cells involved in.. immune system r…",0.13636363636363635,0.45454545454545453
RT @goddeketal: @WHO @oatila @c_drosten @CPHO_Canada @j_g_allen @HarvardChanSPH @luckytran @guardian @profamirattaran @mmpadellan @realDona…,0.0,0.0
RT @covidisntover: Join the #StillCoviding Weekly Hangout for some solidarity and camaraderie with other covid conscious folx! Happening 2x…,0.0,0.4375
"@POTUS Let's do the math:

253,000 New jobs-17,250,000 Jobs lost during COVID=  -16,997,000 Jobs

I see nothing positive about that.",0.18181818181818182,0.5
RT @WHO: This was the outcome of the 15th meeting of the International Health Regulations Emergency Committee on #COVID19 and their advice…,0.0,0.0
"RT @BBCBreaking: Covid-19 global health emergency is over, more than three years after being declared, World Health Organization says https…",0.25,0.25
"RT @JustStimming: Thinking a lot about how my Long COVID will last longer than @CDCDirector did. I know I was ""unwell anyway"" so this is al…",-0.025,0.23333333333333334
"RT @TheBreakdownAB: What would Danielle Smith’s COVID mitigation strategy have been? 

Apparently blood thinners in the mail.

What could g…",0.05,0.35
@_HBen @EverydayJohn_ @POTUS Take the pandemic out Trump ia well above Biden. Biden would have less jobs because allowing people to go back to work made it look like he created them.,-0.05555555555555555,0.05555555555555556
"RT @P_McCulloughMD: Capitulation coming in hard now with abject failure of public health measures: masking, social distancing, lock-downs,…",-0.14375000000000002,0.24374999999999997
a pandemic happened and then ended you didn’t create anything fuck you give us a primary https://t.co/Fgtooh9IiT,0.0,0.55
"RT @brain__frog: euthanization of disabled ppl, commodification of human needs, the ongoing unmitigated pandemic, public execution of homel…",-0.06666666666666667,0.15555555555555556
Two great shows I discovered during the pandemic. Already on my third rewatch of both 😆😆😆 https://t.co/5gb7N4a0Sq,0.4,0.375
RT @VirginiaBuysse: The CDC will cease tracking community levels and transmission rates of COVID-19 to coincide with the end of the public…,0.0,0.0
"RT @loscharlos: New @NIH study:

“People with #LongCovid had lower levels of CD4+ &amp; CD8+ T cells—immune cells involved in.. immune system r…",0.13636363636363635,0.45454545454545453
@POTUS Pandemic,0.0,0.0
"Ah, the starvation, the empty supermarket shelves, the bracing cold and damp in the house, the joyous trips to the food bank, the mega-queues at Dover, the endless COVID deaths, the jolly Russian agents, the colourful sewage, …

How could we POSSIBLY survive without the Tories? https://t.co/wSjoIWx1Ut",-0.16499999999999998,0.65
"Plandemic Scamdemic NWOdemic. Covid was a gigantic fraud. @CDCgov @POTUS 

https://t.co/mCAKZ2R0Hj",0.0,0.0
"RT @VacSafety: Walensky lied about the safety &amp; efficacy of the Covid-19 ""vaccine"".

Millions of Americans have been injured or killed by t…",-0.2,0.0
@smartdogbot @wealth_turtle @POTUS Which is only around 2.5 million jobs. On par with where Trump and Obama were Pre-COVID. Once COVID hit it plunged all the numbers for Trump. Now Biden is taking credit for jobs he did not help create. It’s just a bs lie to help his re-election efforts.,0.0,1.0
@SF49ernation12 @KBeckEagles You act like your QB’s missed the flight or slipped on a banana peel before the game. the eagles knocked your QB’S OUT OF THE GAME BECAUSE YOU COULDN’T PROTECT THEM. You don’t get sympathy for not having a QB as if he caught Covid or something,-0.4,0.4
"RT @kprather88: Excellent article. Informative, clear, direct.  One of the best of the pandemic. 

Great job @jvipondmd @sameo416 @Mark_Ung…",0.6,0.5666666666666667
RT @RonnyJacksonTX: Rochelle Walensky was responsible for spreading some of the WORST misinformation about COVID &amp; the vaccine. She allowed…,-0.4,0.775
"@or_consequences ""The emergency phase is over, but Covid is not"" ♻️🧪",0.0,0.0
"@nickreeves9876 Ah the financial crash that has lasted for 13 years, getting worse by the year.  Note the debt? Don't blame it on the pandemic either, these figures are before.
Tories have crashed our economy continuously -just think of mad Truss just last year! https://t.co/XObFToB9z8",-0.25625,0.4166666666666667
